Gene,Role,Simple_Color
AIM2,TSG_single_source,#4d79ff
AJUBA,TSG_single_source,#4d79ff
ALOX15B,TSG_single_source,#4d79ff
APCDD1,TSG_single_source,#4d79ff
ATMIN,TSG_single_source,#4d79ff
ATRIP,TSG_single_source,#4d79ff
CCAR1,TSG_single_source,#4d79ff
CDKN1C,TSG_single_source,#4d79ff
CHTF8,TSG_single_source,#4d79ff
CTDNEP1,TSG_single_source,#4d79ff
DDX41,TSG_single_source,#4d79ff
EGR2,TSG_single_source,#4d79ff
EIF2B1,TSG_single_source,#4d79ff
ERCC1,TSG_single_source,#4d79ff
GSTP1,TSG_single_source,#4d79ff
HSD17B2,TSG_single_source,#4d79ff
HTATIP2,TSG_single_source,#4d79ff
ING1,TSG_single_source,#4d79ff
INTS6,TSG_single_source,#4d79ff
KLF2,TSG_single_source,#4d79ff
KLF3,TSG_single_source,#4d79ff
LZTS1,TSG_single_source,#4d79ff
MAGI2,TSG_single_source,#4d79ff
MAL2,TSG_single_source,#4d79ff
MBD4,TSG_single_source,#4d79ff
MBD6,TSG_single_source,#4d79ff
MIDEAS,TSG_single_source,#4d79ff
MLH3,TSG_single_source,#4d79ff
PHLPP1,TSG_single_source,#4d79ff
PHLPP2,TSG_single_source,#4d79ff
POLH,TSG_single_source,#4d79ff
PRPF8,TSG_single_source,#4d79ff
PTPN14,TSG_single_source,#4d79ff
RNASEH2B,TSG_single_source,#4d79ff
SFRP1,TSG_single_source,#4d79ff
SLIT3,TSG_single_source,#4d79ff
WEE1,TSG_single_source,#4d79ff
XRCC1,TSG_single_source,#4d79ff
XRCC3,TSG_single_source,#4d79ff
ZFP36L1,TSG_single_source,#4d79ff
ZFP36L2,TSG_single_source,#4d79ff
ZNF292,TSG_single_source,#4d79ff
ZNF750,TSG_single_source,#4d79ff
CARS,TSG_single_source,#4d79ff
FBLN2,TSG_single_source,#4d79ff
ARHGEF10,TSG_single_source,#4d79ff
ROBO2,TSG_single_source,#4d79ff
WNK2,TSG_single_source,#4d79ff
CASP9,TSG_single_source,#4d79ff
MGMT,TSG_single_source,#4d79ff
PRDM2,TSG_single_source,#4d79ff
CNTNAP2,TSG_single_source,#4d79ff
SIRPA,TSG_single_source,#4d79ff
GPC5,TSG_single_source,#4d79ff
CPEB3,TSG_single_source,#4d79ff
N4BP2,TSG_single_source,#4d79ff
RFWD3,TSG_single_source,#4d79ff
LEPROTL1,TSG_single_source,#4d79ff
USP44,TSG_single_source,#4d79ff
ARHGEF10L,TSG_single_source,#4d79ff
IGF2BP2,TSG_single_source,#4d79ff
CDH10,TSG_single_source,#4d79ff
SOX21,TSG_single_source,#4d79ff
CASP3,TSG_single_source,#4d79ff
CSMD3,TSG_single_source,#4d79ff
CCNC,TSG_single_source,#4d79ff
BAZ1A,TSG_single_source,#4d79ff
FEN1,TSG_single_source,#4d79ff
CBFB,TSG_consensus,#4d79ff
DNMT3A,TSG_consensus,#4d79ff
CEBPA,TSG_consensus,#4d79ff
STAG2,TSG_consensus,#4d79ff
BARD1,TSG_consensus,#4d79ff
BRCA2,TSG_consensus,#4d79ff
CDKN1B,TSG_consensus,#4d79ff
ID3,TSG_consensus,#4d79ff
RNF43,TSG_consensus,#4d79ff
PPP2R1A,TSG_consensus,#4d79ff
ARID1A,TSG_consensus,#4d79ff
KDM5C,TSG_consensus,#4d79ff
SETD2,TSG_consensus,#4d79ff
PBRM1,TSG_consensus,#4d79ff
MSH6,TSG_consensus,#4d79ff
SMAD2,TSG_consensus,#4d79ff
EP300,TSG_consensus,#4d79ff
MSH2,TSG_consensus,#4d79ff
MLH1,TSG_consensus,#4d79ff
AXIN1,TSG_consensus,#4d79ff
FBXW7,TSG_consensus,#4d79ff
APC,TSG_consensus,#4d79ff
SMAD4,TSG_consensus,#4d79ff
ETV6,TSG_consensus,#4d79ff
PRDM1,TSG_consensus,#4d79ff
CTCF,TSG_consensus,#4d79ff
ATR,TSG_consensus,#4d79ff
TNFRSF14,TSG_consensus,#4d79ff
SDHA,TSG_consensus,#4d79ff
PIK3R1,TSG_consensus,#4d79ff
CDKN2C,TSG_consensus,#4d79ff
PTEN,TSG_consensus,#4d79ff
TGFBR2,TSG_consensus,#4d79ff
HNF1A,TSG_consensus,#4d79ff
SOCS1,TSG_consensus,#4d79ff
CDH1,TSG_consensus,#4d79ff
EED,TSG_consensus,#4d79ff
SMARCB1,TSG_consensus,#4d79ff
TNFAIP3,TSG_consensus,#4d79ff
TET2,TSG_consensus,#4d79ff
ASXL1,TSG_consensus,#4d79ff
SUFU,TSG_consensus,#4d79ff
CDKN2A,TSG_consensus,#4d79ff
NF2,TSG_consensus,#4d79ff
TENT5C,TSG_consensus,#4d79ff
NF1,TSG_consensus,#4d79ff
KEAP1,TSG_consensus,#4d79ff
STK11,TSG_consensus,#4d79ff
SMARCA4,TSG_consensus,#4d79ff
BRCA1,TSG_consensus,#4d79ff
MUTYH,TSG_consensus,#4d79ff
ATRX,TSG_consensus,#4d79ff
CDC73,TSG_consensus,#4d79ff
MEN1,TSG_consensus,#4d79ff
SPOP,TSG_consensus,#4d79ff
TSC2,TSG_consensus,#4d79ff
TSC1,TSG_consensus,#4d79ff
VHL,TSG_consensus,#4d79ff
BCOR,TSG_consensus,#4d79ff
RB1,TSG_consensus,#4d79ff
CDK12,TSG_consensus,#4d79ff
PTCH1,TSG_consensus,#4d79ff
SPEN,TSG_consensus,#4d79ff
ATM,TSG_consensus,#4d79ff
MED12,TSG_consensus,#4d79ff
BAP1,TSG_consensus,#4d79ff
AMER1,TSG_consensus,#4d79ff
BRIP1,TSG_consensus,#4d79ff
CHEK2,TSG_consensus,#4d79ff
FANCA,TSG_consensus,#4d79ff
FANCC,TSG_consensus,#4d79ff
FLCN,TSG_consensus,#4d79ff
PALB2,TSG_consensus,#4d79ff
SDHB,TSG_consensus,#4d79ff
SDHC,TSG_consensus,#4d79ff
SDHD,TSG_consensus,#4d79ff
POLE,TSG_consensus,#4d79ff
POLD1,TSG_consensus,#4d79ff
FH,TSG_consensus,#4d79ff
CASP8,TSG_consensus,#4d79ff
RAD51B,TSG_consensus,#4d79ff
RBM10,TSG_consensus,#4d79ff
CUL3,TSG_consensus,#4d79ff
ERCC4,TSG_consensus,#4d79ff
NBN,TSG_consensus,#4d79ff
PMS2,TSG_consensus,#4d79ff
RAD51C,TSG_consensus,#4d79ff
RAD51D,TSG_consensus,#4d79ff
RAD50,TSG_consensus,#4d79ff
POT1,TSG_consensus,#4d79ff
B2M,TSG_consensus,#4d79ff
PHF6,TSG_consensus,#4d79ff
ARID2,TSG_consensus,#4d79ff
BCL10,TSG_consensus,#4d79ff
KMT2C,TSG_consensus,#4d79ff
GRIN2A,TSG_consensus,#4d79ff
BLM,TSG_consensus,#4d79ff
NCOR1,TSG_consensus,#4d79ff
ARID1B,TSG_consensus,#4d79ff
SMAD3,TSG_consensus,#4d79ff
AXIN2,TSG_consensus,#4d79ff
CYLD,TSG_consensus,#4d79ff
ZFHX3,TSG_consensus,#4d79ff
PTPRT,TSG_consensus,#4d79ff
PTPRD,TSG_consensus,#4d79ff
RASA1,TSG_consensus,#4d79ff
LATS2,TSG_consensus,#4d79ff
PPP6C,TSG_consensus,#4d79ff
ASXL2,TSG_consensus,#4d79ff
SH2B3,TSG_consensus,#4d79ff
PHOX2B,TSG_consensus,#4d79ff
FAT1,TSG_consensus,#4d79ff
MAX,TSG_consensus,#4d79ff
DICER1,TSG_consensus,#4d79ff
LATS1,TSG_consensus,#4d79ff
ERCC2,TSG_consensus,#4d79ff
ERCC3,TSG_consensus,#4d79ff
ERCC5,TSG_consensus,#4d79ff
SDHAF2,TSG_consensus,#4d79ff
TMEM127,TSG_consensus,#4d79ff
NTHL1,TSG_consensus,#4d79ff
ZNRF3,TSG_consensus,#4d79ff
LZTR1,TSG_consensus,#4d79ff
BTG1,TSG_consensus,#4d79ff
FAS,TSG_consensus,#4d79ff
SMC1A,TSG_consensus,#4d79ff
DDX3X,TSG_consensus,#4d79ff
FBXO11,TSG_consensus,#4d79ff
CIITA,TSG_consensus,#4d79ff
FANCD2,TSG_consensus,#4d79ff
STAG1,TSG_consensus,#4d79ff
CTNNA1,TSG_consensus,#4d79ff
BTG2,TSG_consensus,#4d79ff
FANCG,TSG_consensus,#4d79ff
ACVR1B,TSG_consensus,#4d79ff
CBFA2T3,TSG_consensus,#4d79ff
PML,TSG_consensus,#4d79ff
LRP1B,TSG_consensus,#4d79ff
ZMYM3,TSG_consensus,#4d79ff
CAMTA1,TSG_consensus,#4d79ff
CHD2,TSG_consensus,#4d79ff
FHIT,TSG_consensus,#4d79ff
FANCE,TSG_consensus,#4d79ff
FANCF,TSG_consensus,#4d79ff
CBLB,TSG_consensus,#4d79ff
NFKBIE,TSG_consensus,#4d79ff
PTPN13,TSG_consensus,#4d79ff
RAD17,TSG_consensus,#4d79ff
WIF1,TSG_consensus,#4d79ff
RPL5,TSG_consensus,#4d79ff
EXT1,TSG_consensus,#4d79ff
FANCM,TSG_consensus,#4d79ff
WRN,TSG_consensus,#4d79ff
XPA,TSG_consensus,#4d79ff
XPC,TSG_consensus,#4d79ff
EPHB1,Dual_single_source,#ac33ff
ALOX12B,Dual_single_source,#ac33ff
NOTCH3,Dual_single_source,#ac33ff
EPHA7,Dual_single_source,#ac33ff
GATA1,Dual_single_source,#ac33ff
INHBA,Dual_single_source,#ac33ff
EPAS1,Dual_single_source,#ac33ff
COP1,Dual_single_source,#ac33ff
HOXB13,Dual_single_source,#ac33ff
NOTCH4,Dual_single_source,#ac33ff
APLNR,Dual_single_source,#ac33ff
FOXF1,Dual_single_source,#ac33ff
MAD2L2,Dual_single_source,#ac33ff
TRIP13,Dual_single_source,#ac33ff
GNA13,Dual_single_source,#ac33ff
HDAC4,Dual_single_source,#ac33ff
JARID2,Dual_single_source,#ac33ff
LTB,Dual_single_source,#ac33ff
ZBTB7A,Dual_single_source,#ac33ff
MRTFA,Dual_single_source,#ac33ff
RBM15,Dual_single_source,#ac33ff
FOXO3,Dual_single_source,#ac33ff
FOXO4,Dual_single_source,#ac33ff
ARNT,Dual_single_source,#ac33ff
HOXA9,Dual_single_source,#ac33ff
TRIM24,Dual_single_source,#ac33ff
NFKB2,Dual_single_source,#ac33ff
CCN6,Dual_single_source,#ac33ff
ETS1,Dual_single_source,#ac33ff
PRKDC,Dual_single_source,#ac33ff
SMARCA1,Dual_single_source,#ac33ff
ANK1,Dual_single_source,#ac33ff
IRS4,Dual_single_source,#ac33ff
POLQ,Dual_single_source,#ac33ff
PTK6,Dual_single_source,#ac33ff
AIP,Dual_single_source,#ac33ff
ALOX5,Dual_single_source,#ac33ff
CASR,Dual_single_source,#ac33ff
CAV1,Dual_single_source,#ac33ff
CHUK,Dual_single_source,#ac33ff
D2HGDH,Dual_single_source,#ac33ff
DHX15,Dual_single_source,#ac33ff
DIS3L2,Dual_single_source,#ac33ff
ELL2,Dual_single_source,#ac33ff
FZR1,Dual_single_source,#ac33ff
KDM5D,Dual_single_source,#ac33ff
LRP5,Dual_single_source,#ac33ff
NHERF1,Dual_single_source,#ac33ff
SFRP2,Dual_single_source,#ac33ff
PABPC1,Dual_single_source,#ac33ff
MALAT1,Dual_single_source,#ac33ff
JAK1,Strong_dual_role,#ac33ff
GATA3,Strong_dual_role,#ac33ff
EZH2,Strong_dual_role,#ac33ff
FOXL2,Strong_dual_role,#ac33ff
NOTCH2,Strong_dual_role,#ac33ff
PAX5,Strong_dual_role,#ac33ff
NOTCH1,Strong_dual_role,#ac33ff
WT1,Strong_dual_role,#ac33ff
BIRC3,Strong_dual_role,#ac33ff
TP63,Strong_dual_role,#ac33ff
KLF4,Strong_dual_role,#ac33ff
IKZF3,Strong_dual_role,#ac33ff
ATP1A1,Strong_dual_role,#ac33ff
TMPRSS2,Fusion_only,#33ff33
PRKD1,Fusion_only,#33ff33
DNAJB1,Fusion_only,#33ff33
MLLT1,Fusion_only,#33ff33
EZR,Fusion_only,#33ff33
SDC4,Fusion_only,#33ff33
AFF1,Fusion_only,#33ff33
GPHN,Fusion_only,#33ff33
MLLT6,Fusion_only,#33ff33
MSN,Fusion_only,#33ff33
RNF213,Fusion_only,#33ff33
TPM4,Fusion_only,#33ff33
ZNF384,Fusion_only,#33ff33
PRRX1,Fusion_only,#33ff33
RPN1,Fusion_only,#33ff33
TRIP11,Fusion_only,#33ff33
CHIC2,Fusion_only,#33ff33
CLP1,Fusion_only,#33ff33
FNBP1,Fusion_only,#33ff33
GMPS,Fusion_only,#33ff33
MNX1,Fusion_only,#33ff33
ACSL6,Fusion_only,#33ff33
GAS7,Fusion_only,#33ff33
OMD,Fusion_only,#33ff33
NUMA1,Fusion_only,#33ff33
KDSR,Fusion_only,#33ff33
MUC1,Fusion_only,#33ff33
IGL,Fusion_only,#33ff33
IGK,Fusion_only,#33ff33
RABEP1,Fusion_only,#33ff33
MDS2,Fusion_only,#33ff33
IGH,Fusion_only,#33ff33
NIN,Fusion_only,#33ff33
PDE4DIP,Fusion_only,#33ff33
CNTRL,Fusion_only,#33ff33
ZMYM2,Fusion_only,#33ff33
HSP90AB1,Fusion_only,#33ff33
IL21R,Fusion_only,#33ff33
LCP1,Fusion_only,#33ff33
NACA,Fusion_only,#33ff33
TFRC,Fusion_only,#33ff33
KIF5B,Fusion_only,#33ff33
TFG,Fusion_only,#33ff33
PCM1,Fusion_only,#33ff33
ITK,Fusion_only,#33ff33
SNX29,Fusion_only,#33ff33
RALGDS,Fusion_only,#33ff33
TFPT,Fusion_only,#33ff33
HERPUD1,Fusion_only,#33ff33
NFIB,Fusion_only,#33ff33
MLLT11,Fusion_only,#33ff33
NCOA1,Fusion_only,#33ff33
ASPSCR1,Fusion_only,#33ff33
STRN,Fusion_only,#33ff33
WDCP,Fusion_only,#33ff33
NUTM2B,Fusion_only,#33ff33
NUTM2D,Fusion_only,#33ff33
TCF12,Fusion_only,#33ff33
GOPC,Fusion_only,#33ff33
FIP1L1,Fusion_only,#33ff33
DCTN1,Fusion_only,#33ff33
IL2,Fusion_only,#33ff33
NONO,Fusion_only,#33ff33
HOOK3,Fusion_only,#33ff33
KTN1,Fusion_only,#33ff33
TPR,Fusion_only,#33ff33
GOLGA5,Fusion_only,#33ff33
ACSL3,Fusion_only,#33ff33
KLK2,Fusion_only,#33ff33
SLC45A3,Fusion_only,#33ff33
CHCHD7,Fusion_only,#33ff33
LIFR,Fusion_only,#33ff33
TCEA1,Fusion_only,#33ff33
CRTC3,Fusion_only,#33ff33
PPFIBP1,Fusion_only,#33ff33
SS18L1,Fusion_only,#33ff33
NCKIPSD,Fusion_only,#33ff33
SEPT5,Fusion_only,#33ff33
SEPT6,Fusion_only,#33ff33
SEPT9,Fusion_only,#33ff33
THRAP3,Fusion_only,#33ff33
PLEC,Fusion_only,#33ff33
USP9X,Fusion_only,#33ff33
VTI1A,Fusion_only,#33ff33
SPECC1,Fusion_only,#33ff33
COL3A1,Fusion_only,#33ff33
LHFPL6,Fusion_only,#33ff33
S100A7,Fusion_only,#33ff33
FGFR1OP,Fusion_only,#33ff33
HIST1H4I,Fusion_only,#33ff33
TNRC18,Fusion_only,#33ff33
AKAP9,Fusion_only,#33ff33
FAM131B,Fusion_only,#33ff33
SRGAP3,Fusion_only,#33ff33
C15orf65,Fusion_only,#33ff33
HMGN2P46,Fusion_only,#33ff33
CEP89,Fusion_only,#33ff33
LSM14A,Fusion_only,#33ff33
PWWP2A,Fusion_only,#33ff33
SHTN1,Fusion_only,#33ff33
ZCCHC8,Fusion_only,#33ff33
COX6C,Fusion_only,#33ff33
BCL2L1,Unclassified,#888888
PIK3C2G,Unclassified,#888888
RAD52,Unclassified,#888888
RAD54L,Unclassified,#888888
TEK,Unclassified,#888888
EPHA5,Unclassified,#888888
H1-2,Unclassified,#888888
NUP93,Unclassified,#888888
TRAF2,Unclassified,#888888
EIF1AX,Unclassified,#888888
AGO2,Unclassified,#888888
BABAM1,Unclassified,#888888
CARM1,Unclassified,#888888
CENPA,Unclassified,#888888
CSDE1,Unclassified,#888888
ELOC,Unclassified,#888888
H2BC5,Unclassified,#888888
H3-3B,Unclassified,#888888
H3-4,Unclassified,#888888
H3-5,Unclassified,#888888
H3C1,Unclassified,#888888
H3C10,Unclassified,#888888
H3C11,Unclassified,#888888
H3C12,Unclassified,#888888
H3C13,Unclassified,#888888
H3C14,Unclassified,#888888
H3C4,Unclassified,#888888
H3C6,Unclassified,#888888
H3C7,Unclassified,#888888
H3C8,Unclassified,#888888
IL10,Unclassified,#888888
INPP4A,Unclassified,#888888
KMT5A,Unclassified,#888888
MAPKAP1,Unclassified,#888888
MDC1,Unclassified,#888888
NEGR1,Unclassified,#888888
PDPK1,Unclassified,#888888
PIK3C3,Unclassified,#888888
PLK2,Unclassified,#888888
PNRC1,Unclassified,#888888
PPP4R2,Unclassified,#888888
PRDM14,Unclassified,#888888
PTP4A1,Unclassified,#888888
STK40,Unclassified,#888888
TAP1,Unclassified,#888888
TAP2,Unclassified,#888888
UPF1,Unclassified,#888888
VTCN1,Unclassified,#888888
ALB,Unclassified,#888888
KBTBD4,Unclassified,#888888
SERPINB3,Unclassified,#888888
SERPINB4,Unclassified,#888888
PCBP1,Unclassified,#888888
H2AC11,Unclassified,#888888
H2AC16,Unclassified,#888888
H2AC6,Unclassified,#888888
H2BC11,Unclassified,#888888
H2BC12,Unclassified,#888888
H2BC17,Unclassified,#888888
H2BC4,Unclassified,#888888
U2AF2,Unclassified,#888888
ARID3C,Unclassified,#888888
ARID5A,Unclassified,#888888
ATP6AP1,Unclassified,#888888
H2BC8,Unclassified,#888888
MPEG1,Unclassified,#888888
SETD3,Unclassified,#888888
SETD4,Unclassified,#888888
SETD5,Unclassified,#888888
SETD6,Unclassified,#888888
SETD7,Unclassified,#888888
ARFRP1,Unclassified,#888888
CD22,Unclassified,#888888
GID4,Unclassified,#888888
PTPRO,Unclassified,#888888
ZNF703,Unclassified,#888888
CYP17A1,Unclassified,#888888
DDR1,Unclassified,#888888
FGF12,Unclassified,#888888
MKNK1,Unclassified,#888888
PARP2,Unclassified,#888888
PARP3,Unclassified,#888888
SNCAIP,Unclassified,#888888
TERC,Unclassified,#888888
TIPARP,Unclassified,#888888
TYRO3,Unclassified,#888888
ACTB,Unclassified,#888888
APH1A,Unclassified,#888888
ASMTL,Unclassified,#888888
BTLA,Unclassified,#888888
CARS1,Unclassified,#888888
CCT6B,Unclassified,#888888
CD36,Unclassified,#888888
CHN1,Unclassified,#888888
CKS1B,Unclassified,#888888
CPS1,Unclassified,#888888
CSF1,Unclassified,#888888
DUSP2,Unclassified,#888888
DUSP9,Unclassified,#888888
ELP2,Unclassified,#888888
EXOSC6,Unclassified,#888888
FAF1,Unclassified,#888888
FBXO31,Unclassified,#888888
FLYWCH1,Unclassified,#888888
GADD45B,Unclassified,#888888
GTSE1,Unclassified,#888888
H4C9,Unclassified,#888888
HOXA3,Unclassified,#888888
IKZF2,Unclassified,#888888
INPP5D,Unclassified,#888888
KDM2B,Unclassified,#888888
KDM4C,Unclassified,#888888
LRRK2,Unclassified,#888888
MAGED1,Unclassified,#888888
MAP3K6,Unclassified,#888888
MIB1,Unclassified,#888888
MYO18A,Unclassified,#888888
NBEAP1,Unclassified,#888888
NOD1,Unclassified,#888888
NUTM2A,Unclassified,#888888
PAG1,Unclassified,#888888
PASK,Unclassified,#888888
PC,Unclassified,#888888
PCLO,Unclassified,#888888
PCSK7,Unclassified,#888888
PDCD11,Unclassified,#888888
PHF1,Unclassified,#888888
PPP1CB,Unclassified,#888888
PRSS8,Unclassified,#888888
RASGEF1A,Unclassified,#888888
RELN,Unclassified,#888888
RNF217-AS1,Unclassified,#888888
RUNX2,Unclassified,#888888
S1PR2,Unclassified,#888888
SEC31A,Unclassified,#888888
SEPTIN5,Unclassified,#888888
SEPTIN6,Unclassified,#888888
SEPTIN9,Unclassified,#888888
SERP2,Unclassified,#888888
SLC1A2,Unclassified,#888888
SOCS2,Unclassified,#888888
TLL2,Unclassified,#888888
TMEM30A,Unclassified,#888888
TMSB4XP8,Unclassified,#888888
TNFRSF11A,Unclassified,#888888
TTL,Unclassified,#888888
TUSC3,Unclassified,#888888
WDR90,Unclassified,#888888
YPEL5,Unclassified,#888888
YY1AP1,Unclassified,#888888
ZNF24,Unclassified,#888888
CBLC,Unclassified,#888888
ADAR,Unclassified,#888888
ADGRG4,Unclassified,#888888
BABAM2,Unclassified,#888888
CREM,Unclassified,#888888
CTC1,Unclassified,#888888
DAZAP1,Unclassified,#888888
DKK1,Unclassified,#888888
DKK2,Unclassified,#888888
DKK3,Unclassified,#888888
DKK4,Unclassified,#888888
DPYD,Unclassified,#888888
FANCB,Unclassified,#888888
FBXW2,Unclassified,#888888
GEN1,Unclassified,#888888
H3C15,Unclassified,#888888
H3P6,Unclassified,#888888
H4C6,Unclassified,#888888
HNF1B,Unclassified,#888888
IFNAR1,Unclassified,#888888
L1TD1,Unclassified,#888888
MDH2,Unclassified,#888888
MS4A1,Unclassified,#888888
MTHFR,Unclassified,#888888
PRSS1,Unclassified,#888888
PUM1,Unclassified,#888888
SAMD9,Unclassified,#888888
SAMD9L,Unclassified,#888888
SLIT2,Unclassified,#888888
STAT1,Unclassified,#888888
STAT2,Unclassified,#888888
SZT2,Unclassified,#888888
TLE1,Unclassified,#888888
TLE2,Unclassified,#888888
TLE3,Unclassified,#888888
TLE4,Unclassified,#888888
TNFRSF9,Unclassified,#888888
TONSL,Unclassified,#888888
TOX,Unclassified,#888888
TPMT,Unclassified,#888888
UBA1,Unclassified,#888888
CRNKL1,Unclassified,#888888
FADD,Unclassified,#888888
ASPM,Unclassified,#888888
GOLPH3,Unclassified,#888888
DCAF12L2,Unclassified,#888888
DCC,Unclassified,#888888
ITGB1,Unclassified,#888888
RGPD3,Unclassified,#888888
NR2F2,Unclassified,#888888
MUC6,Unclassified,#888888
CNBD1,Unclassified,#888888
ZNF429,Unclassified,#888888
FKBP9,Unclassified,#888888
CTNND1,Unclassified,#888888
ITGAV,Unclassified,#888888
NBEA,Unclassified,#888888
MB21D2,Unclassified,#888888
SUB1,Unclassified,#888888
ZNF479,Unclassified,#888888
BMP5,Unclassified,#888888
CYP2C8,Unclassified,#888888
ISX,Unclassified,#888888
RGS7,Unclassified,#888888
FAM47C,Unclassified,#888888
PRPF40B,Unclassified,#888888
BCLAF1,Unclassified,#888888
POLR2A,Unclassified,#888888
FLNA,Unclassified,#888888
CD209,Unclassified,#888888
FAT3,Unclassified,#888888
FAM135B,Unclassified,#888888
